#_RAJ2000,_DEJ2000,DE2000,RA2000,HD,Pol,e_Pol,PA,e_PA,GLON,GLAT,PolRefs
347.5405,-40.5914,-40 35 29.0,23 10 09.718,218655.0,0.17,0.035,159.9,5.9,353.6025,-65.1759,0000000000001000000000
135.5286,-40.5547,-40 33 16.9,09 02 06.864,77581.0,3.739,0.062,82.9,0.5,263.0584,3.9299,0000000000001100010000
253.50201,-40.5328,-40 31 58.1,16 54 00.482,152245.0,0.86,0.1,44.8,3.3,344.4489,2.0219,0000000000000100000000
253.73071,-40.5248,-40 31 29.3,16 54 55.372,152405.0,1.09,0.1,38.0,2.6,344.5646,1.8919,0000000000000100000000
254.22778,-40.5123,-40 30 44.3,16 56 54.668,152723.0,0.858,0.075,45.1,2.5,344.8111,1.6051,0000000000000100100000
318.80963,-40.506,-40 30 21.6,21 15 14.310,202135.0,0.11,0.035,92.9,9.0,1.612,-43.9037,0000000000001000000000
176.63435,-40.5013,-40 30 04.7,11 46 32.246,102365.0,0.05,0.035,98.6,19.3,289.8033,20.7101,0000000000001000000000
287.08722,-40.4966,-40 29 47.8,19 08 20.933,177873.0,0.09,0.035,40.7,11.0,356.8624,-20.2436,0000000000001000000000
254.07127,-40.4956,-40 29 44.2,16 56 17.106,152622.0,0.31,0.1,52.0,9.2,344.7497,1.7084,0000000000000100000000
261.82385,-40.477,-40 28 37.2,17 27 17.723,157783.0,2.04,0.1,27.4,1.4,348.2461,-3.038,0000000000000100000000
274.09644,-40.4721,-40 28 19.6,18 16 23.146,167297.0,0.3,0.1,147.1,9.5,352.9477,-11.1177,0000000000000100000000
30.94047,-40.4691,-40 28 08.8,02 03 45.713,12724.0,0.04,0.038,62.4,25.4,259.3244,-69.9811,0000000100000000000000
348.65225,-40.4457,-40 26 44.5,23 14 36.542,219218.0,0.118,0.041,83.8,9.9,353.0373,-66.0011,0000000100000000000000
129.78973,-40.4192,-40 25 09.1,08 39 09.536,73882.0,1.602,0.144,164.6,2.6,260.1817,0.6432,0000000000000100010000
351.18808,-40.4185,-40 25 06.6,23 24 45.140,220536.0,0.069,0.123,113.3,41.7,350.7881,-67.7175,0000000100000000000000
100.30905,-40.3498,-40 20 59.3,06 41 14.172,48383.0,0.02,0.035,52.3,41.2,249.305,-18.9903,0000000000001000000000
254.02173,-40.3493,-40 20 57.5,16 56 05.215,152590.0,0.96,0.1,19.2,3.0,344.8404,1.8294,0000000000000100000000
153.44157,-40.346,-40 20 45.6,10 13 45.980,88809.0,0.13,0.035,62.8,7.7,273.1217,13.2269,0000000000001000000000
262.1011,-40.3393,-40 20 21.5,17 28 24.265,157973.0,1.62,0.1,20.1,1.8,348.478,-3.1375,0000000000000100000000
253.43503,-40.3163,-40 18 58.7,16 53 44.408,152197.0,0.62,0.1,47.5,4.6,344.5848,2.198,0000000000000100000000
115.94965,-40.3093,-40 18 33.5,07 43 47.917,62753.0,0.72,0.1,14.9,4.0,254.318,-8.1215,0000000000000100000000
272.8355,-40.307,-40 18 25.2,18 11 20.522,166198.0,0.09,0.1,167.6,29.1,352.6589,-10.1855,0000000000000100000000
44.56548,-40.3047,-40 18 16.9,02 58 15.715,18622.0,0.003,0.003,21.8,26.6,247.8556,-60.7361,0000000100000000000000
358.65976,-40.3001,-40 18 00.4,23 54 38.340,224022.0,0.034,0.011,45.9,9.2,341.0432,-72.355,0000000100000000000000
54.27366,-40.2745,-40 16 28.2,03 37 05.678,22663.0,0.014,0.007,29.4,14.0,244.8553,-53.5138,0000000100000000000000
158.37962,-40.2383,-40 14 17.9,10 33 31.111,91538.0,0.03,0.04,124.1,33.7,276.3014,15.3957,0000000001000000000000
236.85683,-40.1941,-40 11 38.8,15 47 25.638,140861.0,0.03,0.035,128.1,30.3,335.6809,11.231,0000000000001000000000
193.35893,-40.1788,-40 10 43.7,12 53 26.146,111968.0,0.07,0.035,75.0,14.0,303.3457,22.6913,0000000000001000000000
24.32751,-40.1773,-40 10 38.3,01 37 18.602,10038.0,0.045,0.052,137.2,30.0,269.7992,-73.8633,0000000000101000000000
129.33427,-40.1477,-40 08 51.7,08 37 20.226,73524.0,0.01,0.035,82.7,60.3,259.7551,0.5316,0000000000001000000000
89.40754,-40.1278,-40 07 40.1,05 57 37.811,40556.0,0.12,0.05,47.4,11.8,246.4474,-26.8837,0000000000001000000000
266.89618,-40.1269,-40 07 36.8,17 47 35.081,161471.0,2.16,0.035,2.8,0.5,350.6085,-6.1265,0000000000001000000000
267.5463,-40.0904,-40 05 25.4,17 50 11.108,161912.0,2.0,0.035,5.4,0.5,350.8936,-6.5367,0000000000001000000000
270.63727,-40.0878,-40 05 16.1,18 02 32.942,164340.0,0.55,0.1,12.4,5.2,352.0635,-8.5974,0000000000000100000000
268.1541,-40.0849,-40 05 05.6,17 52 36.984,162376.0,1.31,0.1,1.6,2.2,351.1328,-6.9365,0000000000000100000000
117.91464,-40.07,-40 04 12.0,07 51 39.514,64316.0,0.01,0.06,45.0,71.6,254.8528,-6.697,0000000001000000000000
293.53534,-40.0346,-40 02 04.6,19 34 08.483,184035.0,0.28,0.035,60.3,3.6,358.9159,-24.8061,0000000000001000000000
260.38742,-40.027,-40 01 37.2,17 21 32.980,156834.0,1.38,0.1,42.3,2.1,348.0024,-1.8782,0000000000000100000000
120.89613,-40.0031,-40 00 11.2,08 03 35.071,66811.0,0.04,0.1,155.0,51.3,255.976,-4.7056,0000000000000000000001
254.53084,-39.9803,-39 58 49.1,16 58 07.403,322396.0,1.09,0.1,124.3,2.6,345.3717,1.7552,0000000000000100000000
128.802,-39.9705,-39 58 13.8,08 35 12.480,73121.0,0.02,0.035,163.5,41.2,259.3683,0.313,0000000000001000000000
42.69906,-39.9321,-39 55 55.6,02 50 47.774,17864.0,0.052,0.016,142.5,8.7,248.0137,-62.2092,0000000100101000000000
7.11008,-39.9149,-39 54 53.6,00 28 26.418,2490.0,0.153,0.012,139.3,2.2,321.9368,-76.3529,0000000100000000000000
121.6665,-39.9109,-39 54 39.2,08 06 39.960,0.0,2.11,0.1,139.4,1.4,256.2126,-4.1564,0000000000000100000000
131.6824,-39.9079,-39 54 28.4,08 46 43.777,75125.0,0.08,0.1,75.8,32.0,260.6719,2.0969,0000000000000100000000
129.54286,-39.8663,-39 51 58.7,08 38 10.288,73698.0,1.26,0.1,71.6,2.3,259.6278,0.8291,0000000000000100000000
40.16638,-39.8553,-39 51 19.1,02 40 39.932,16815.0,0.01,0.006,54.7,16.7,249.2972,-64.0654,0000000100000000000000
260.58603,-39.8536,-39 51 13.0,17 22 20.651,323203.0,2.41,0.1,1.2,1.2,348.2318,-1.9052,0000000000000100000000
123.7965,-39.853,-39 51 10.8,08 15 11.160,0.0,1.3,0.1,35.5,2.2,257.0562,-2.7543,0000000000000100000000
287.41565,-39.8271,-39 49 37.6,19 09 39.758,178254.0,0.36,0.035,109.4,2.8,357.6242,-20.2637,0000000000001000000000
262.07703,-39.8234,-39 49 24.2,17 28 18.491,323599.0,0.62,0.1,173.4,4.6,348.8982,-2.837,0000000000000100000000
313.4173,-39.8096,-39 48 34.6,20 53 40.153,198716.0,0.03,0.035,87.5,30.3,2.2987,-39.7562,0000000000001000000000
259.82016,-39.8069,-39 48 24.8,17 19 16.842,156409.0,1.95,0.1,32.2,1.5,347.9347,-1.3954,0000000000000100000000
258.93024,-39.7981,-39 47 53.2,17 15 43.258,323059.0,1.36,0.1,173.3,2.1,347.547,-0.8321,0000000000000100000000
140.6526,-39.7754,-39 46 31.4,09 22 36.628,81134.0,0.07,0.03,51.8,12.1,265.1739,7.3217,0000000001000000000000
252.20815,-39.7712,-39 46 16.3,16 48 49.954,151397.0,1.245,0.241,15.9,5.5,344.4073,3.2694,0000000000000100010000
258.61523,-39.7666,-39 45 59.8,17 14 27.654,155603.0,2.75,0.035,146.2,0.4,347.4315,-0.617,0000000000001000000000
252.8535,-39.7288,-39 43 43.7,16 51 24.840,322089.0,3.63,0.1,133.8,0.8,344.7575,2.9148,0000000000000100000000
258.30014,-39.6937,-39 41 37.3,17 13 12.032,322941.0,2.17,0.1,154.8,1.3,347.3487,-0.3779,0000000000000100000000
258.3285,-39.6805,-39 40 49.8,17 13 18.840,322942.0,1.34,0.1,148.8,2.1,347.3722,-0.3878,0000000000000100000000
192.98727,-39.6803,-39 40 49.1,12 51 56.948,111774.0,0.15,0.035,70.1,6.7,303.0391,23.1913,0000000000001000000000
80.85001,-39.6784,-39 40 42.2,05 23 24.004,35515.0,0.68,0.035,42.3,1.5,244.4001,-33.2185,0000000000001000000000
122.83959,-39.6185,-39 37 06.6,08 11 21.502,68553.0,0.07,0.03,123.7,12.1,256.4546,-3.2398,0000000001000000000000
144.66975,-39.6139,-39 36 50.0,09 38 40.744,83610.0,0.03,0.035,91.7,30.3,267.3194,9.5747,0000000000001000000000
268.2219,-39.5978,-39 35 52.1,17 52 53.252,162440.0,1.46,0.1,8.3,2.0,351.5844,-6.739,0000000000000100000000
135.0531,-39.5497,-39 32 58.9,09 00 12.744,0.0,1.97,0.1,105.2,1.5,262.0595,4.317,0000000000000100000000
331.52878,-39.543,-39 32 34.8,22 06 06.905,209688.0,0.017,0.007,115.7,11.6,2.2158,-53.6745,0000000100000000000000
246.5865,-39.5411,-39 32 28.0,16 26 20.760,72317.0,3.08,0.1,16.6,0.9,341.6824,6.6475,0000000000000100000000
215.7594,-39.5117,-39 30 42.1,14 23 02.256,125823.0,0.04,0.035,47.7,23.6,321.5658,20.0226,0000000000001000000000
16.16782,-39.4869,-39 29 12.8,01 04 40.278,6434.0,0.033,0.023,6.6,19.2,291.2075,-77.3385,0000000100000000000000
250.06158,-39.4689,-39 28 08.0,16 40 14.779,150059.0,0.5,0.1,174.2,5.7,343.5578,4.721,0000000000000100000000
245.13596,-39.4302,-39 25 48.7,16 20 32.629,146954.0,0.01,0.035,87.4,60.3,340.9752,7.5267,0000000000001000000000
202.76112,-39.4072,-39 24 25.9,13 31 02.669,117440.0,0.17,0.035,47.8,5.9,311.2202,22.8262,0000000000001000000000
251.69987,-39.3768,-39 22 36.5,16 46 47.971,151078.0,0.07,0.035,56.1,14.0,344.4569,3.8231,0000000000001000000000
273.12207,-39.3422,-39 20 31.9,18 12 29.300,166453.0,0.46,0.1,157.5,6.2,353.6331,-9.9426,0000000000000100000000
256.20285,-39.3157,-39 18 56.5,17 04 48.688,154040.0,1.154,0.499,86.3,12.2,346.6867,1.1462,0000000000000100010000
119.86843,-39.2968,-39 17 48.5,07 59 28.424,65925.0,0.01,0.035,72.3,60.3,254.9561,-5.0094,0000000000001000000000
138.90723,-39.2594,-39 15 33.8,09 15 37.735,0.0,0.84,0.1,106.0,3.4,263.8555,6.7162,0000000000000100000000
137.92062,-39.2588,-39 15 31.7,09 11 40.949,79241.0,0.1,0.035,87.6,9.9,263.3285,6.16,0000000000001000000000
246.00514,-39.1929,-39 11 34.4,16 24 01.235,147513.0,0.04,0.035,69.0,23.6,341.6208,7.2127,0000000000001000000000
234.63606,-39.1606,-39 09 38.2,15 38 32.654,139233.0,0.15,0.035,60.1,6.7,334.9634,13.1011,0000000000001000000000
342.75894,-39.1568,-39 09 24.5,22 51 02.146,216149.0,0.117,0.012,141.6,2.9,359.5672,-62.2491,0000000100000000000000
123.00304,-39.1449,-39 08 41.6,08 12 00.731,0.0,0.77,0.1,92.1,3.7,256.1268,-2.8749,0000000000000100000000
132.46832,-39.1417,-39 08 30.1,08 49 52.399,75654.0,0.1,0.05,46.5,14.0,260.4571,3.0501,0000000001000000000000
337.16327,-39.1314,-39 07 53.0,22 28 39.184,212953.0,0.023,0.012,155.5,14.6,1.7034,-58.0416,0000000100000000000000
263.61713,-39.0807,-39 04 50.5,17 34 28.114,159073.0,2.12,0.1,15.8,1.4,350.172,-3.427,0000000000000100000000
127.85292,-39.0641,-39 03 50.8,08 31 24.701,72436.0,0.12,0.1,86.0,22.6,258.2042,0.2643,0000000000000100000000
187.09369,-39.0411,-39 02 28.0,12 28 22.487,108541.0,0.02,0.035,55.9,41.2,298.0469,23.6118,0000000000001000000000
265.62198,-39.0299,-39 01 47.6,17 42 29.279,160578.0,0.25,0.035,165.8,4.0,351.0439,-4.7193,0000000000001000000000
131.91817,-38.9919,-38 59 30.8,08 47 40.362,75272.0,0.1,0.1,61.0,26.6,260.0714,2.8125,0000000000000100000000
267.35312,-38.9837,-38 59 01.3,17 49 24.751,161807.0,1.73,0.1,177.6,1.7,351.7785,-5.8491,0000000000000100000000
183.3544,-38.9291,-38 55 44.8,12 13 25.057,106231.0,0.07,0.035,110.9,14.0,294.8888,23.3481,0000000000001000000000
185.93661,-38.9113,-38 54 40.7,12 23 44.786,107860.0,0.03,0.035,97.8,30.3,297.0556,23.6442,0000000000001000000000
118.16106,-38.8628,-38 51 46.1,07 52 38.654,64503.0,0.05,0.035,40.1,19.3,253.8995,-5.9252,0000000000001000000000
268.12515,-38.862,-38 51 43.2,17 52 30.040,162356.0,2.22,0.1,0.6,1.3,352.1884,-6.3068,0000000000000100000000
122.36935,-38.8581,-38 51 29.2,08 09 28.645,0.0,1.83,0.1,118.1,1.6,255.6172,-3.1315,0000000000000100000000
277.31995,-38.8512,-38 51 04.3,18 29 16.789,170040.0,0.37,0.035,0.4,2.7,355.5352,-12.6582,0000000000001000000000
258.06897,-38.8224,-38 49 20.6,17 12 16.553,155276.0,0.07,0.035,136.7,14.0,347.9481,0.2793,0000000000001000000000
264.30563,-38.7847,-38 47 04.9,17 37 13.354,159573.0,2.08,0.1,8.8,1.4,350.7103,-3.72,0000000000000100000000
126.41329,-38.7764,-38 46 35.0,08 25 39.191,0.0,1.96,0.1,96.5,1.5,257.3159,-0.4762,0000000000000100000000
148.82785,-38.7628,-38 45 46.1,09 55 18.685,86085.0,0.7,0.055,46.8,2.2,269.2386,12.324,0000000000001000000000
231.33438,-38.7335,-38 44 00.6,15 25 20.251,137058.0,0.1,0.035,86.3,9.9,333.0889,14.9634,0000000000001000000000
268.9385,-38.6777,-38 40 39.7,17 55 45.242,163004.0,1.1,0.1,9.4,2.6,352.6665,-6.7657,0000000000000100000000
245.20023,-38.6688,-38 40 07.7,16 20 48.055,147000.0,4.25,0.1,13.9,0.7,341.5569,8.0268,0000000000000100000000
260.21088,-38.6524,-38 39 08.6,17 20 50.615,156702.0,1.59,0.1,39.7,1.8,349.0552,-0.9834,0000000000000100000000
198.66956,-38.6515,-38 39 05.4,13 14 40.693,114981.0,0.14,0.035,32.3,7.1,307.8964,23.996,0000000000001000000000
268.18234,-38.6426,-38 38 33.4,17 52 43.759,162418.0,1.86,0.1,176.0,1.5,352.402,-6.2357,0000000000000100000000
268.03342,-38.6327,-38 37 57.7,17 52 08.018,162289.0,1.88,0.1,7.2,1.5,352.352,-6.1301,0000000000000100000000
257.52713,-38.624,-38 37 26.4,17 10 06.514,154911.0,1.664,0.148,148.7,2.5,347.8579,0.7375,0000000000000100010000
240.85085,-38.6024,-38 36 08.6,16 03 24.203,143699.0,0.04,0.035,80.4,23.6,339.1198,10.4266,0000000000001000000000
307.6904,-38.578,-38 34 40.8,20 30 45.698,195112.0,0.17,0.069,173.1,11.5,3.1955,-35.2063,0000000000001000000000
271.97656,-38.5654,-38 33 55.4,18 07 54.376,165470.0,0.43,0.1,152.4,6.6,353.9158,-8.794,0000000000000100000000
260.80438,-38.5489,-38 32 56.0,17 23 13.049,157127.0,1.99,0.1,30.8,1.4,349.4037,-1.3066,0000000000000100000000
260.7519,-38.5471,-38 32 49.6,17 23 00.456,157098.0,1.38,0.1,28.7,2.1,349.382,-1.2717,0000000000000100000000
252.4761,-38.5446,-38 32 40.6,16 49 54.268,151582.0,0.61,0.1,78.9,4.7,345.4848,3.8951,0000000000000100000000
116.85417,-38.5111,-38 30 40.0,07 47 25.001,63465.0,0.35,0.035,42.1,2.9,253.0803,-6.6331,0000000000001000000000
267.7021,-38.4752,-38 28 30.7,17 50 48.502,162047.0,1.75,0.1,0.8,1.6,352.3579,-5.8269,0000000000000100000000
253.13472,-38.436,-38 26 09.6,16 52 32.333,152002.0,1.08,0.1,152.4,2.7,345.8971,3.5661,0000000000000100000000
259.53644,-38.4344,-38 26 03.8,17 18 08.744,323016.0,2.56,0.1,162.3,1.1,348.9314,-0.4263,0000000000000100000000
11.04964,-38.4219,-38 25 18.8,00 44 11.915,4211.0,0.015,0.004,62.7,7.6,310.1258,-78.605,0000000100101000000000
253.77554,-38.4131,-38 24 47.2,16 55 06.132,152456.0,0.34,0.1,17.5,8.4,346.2317,3.1906,0000000000000100000000
27.4536,-38.4034,-38 24 12.2,01 49 48.864,11262.0,0.012,0.013,174.1,28.4,259.2903,-73.3746,0000000100000000000000
203.02245,-38.3987,-38 23 55.3,13 32 05.388,117597.0,0.2,0.035,67.0,5.0,311.6239,23.7859,0000000000001000000000
247.57664,-38.3952,-38 23 42.7,16 30 18.396,148537.0,2.35,0.1,23.8,1.2,343.0536,6.8744,0000000000000100000000
106.50942,-38.3828,-38 22 58.1,07 06 02.261,54153.0,0.03,0.035,48.9,30.3,249.2658,-13.8106,0000000000001000000000
128.33278,-38.3706,-38 22 14.2,08 33 19.868,72787.0,0.15,0.1,87.1,18.4,257.8679,0.977,0000000000000100000000
268.14066,-38.3604,-38 21 37.4,17 52 33.758,162394.0,1.98,0.1,2.1,1.4,352.6313,-6.0663,0000000000000100000000
114.94951,-38.2606,-38 15 38.2,07 39 47.884,61899.0,0.34,0.035,90.7,2.9,252.1282,-7.8162,0000000000001000000000
285.8237,-38.2531,-38 15 11.2,19 03 17.687,176723.0,0.07,0.035,126.4,14.0,358.7547,-18.5698,0000000000001000000000
122.3295,-38.2303,-38 13 49.1,08 09 19.080,0.0,0.63,0.1,13.9,4.5,255.0721,-2.8171,0000000000000100000000
223.72057,-38.2302,-38 13 48.7,14 54 52.934,131462.0,0.35,0.058,77.9,4.7,328.0826,18.5392,0000000000001000000000
258.843,-38.2129,-38 12 46.4,17 15 22.320,155775.0,0.73,0.1,19.0,3.9,348.7968,0.1455,0000000000000100000000
255.3042,-38.2033,-38 12 11.9,17 01 13.008,153426.0,0.18,0.2,4.0,29.1,347.1414,2.3799,0000000000000000010000
265.9297,-38.1959,-38 11 45.2,17 43 43.126,160812.0,2.6,0.1,9.6,1.1,351.8837,-4.4899,0000000000000100000000
251.4336,-38.1674,-38 10 02.6,16 45 44.064,150927.0,1.1,0.1,74.7,2.6,345.2472,4.7637,0000000000000100000000
255.96198,-38.1524,-38 09 08.6,17 03 50.875,153890.0,0.03,0.035,22.1,30.3,347.4976,2.0015,0000000000001000000000
267.11722,-38.1334,-38 08 00.2,17 48 28.134,161653.0,1.46,0.1,179.7,2.0,352.42,-5.258,0000000000000100000000
136.01851,-38.1334,-38 08 00.2,09 04 04.444,77922.0,0.32,0.083,85.6,7.4,261.4876,5.8159,0000000000001000000000
116.24874,-38.0942,-38 05 39.1,07 44 59.698,62974.0,0.09,0.04,10.3,12.5,252.4795,-6.8418,0000000001000000000000
252.96767,-38.0473,-38 02 50.3,16 51 52.240,151890.0,0.39,0.035,21.2,2.6,346.1153,3.9139,0000000000001000000000
287.4105,-38.0267,-38 01 36.1,19 09 38.520,0.0,0.55,0.0,50.0,0.0,359.431,-19.6655,0000010000000000000000
260.179,-38.0205,-38 01 13.8,17 20 42.961,156688.0,0.89,0.1,170.0,3.2,349.5599,-0.6025,0000000000000100000000
253.08397,-38.0174,-38 01 02.6,16 52 20.154,151985.0,0.371,0.01,18.2,0.8,346.1966,3.8619,0000000000001000010000
169.30026,-38.0143,-38 00 51.5,11 17 12.062,98161.0,0.04,0.035,80.4,23.6,283.189,21.2179,0000000000001000000000
155.87256,-38.0097,-38 00 34.9,10 23 29.414,90132.0,0.07,0.035,87.3,14.0,273.3492,16.2202,0000000000001000000000
129.52365,-38.009,-38 00 32.4,08 38 05.676,73653.0,0.38,0.1,116.5,7.5,258.1407,1.9427,0000000000000100000000
259.85062,-38.0036,-38 00 13.0,17 19 24.146,156468.0,1.0,0.1,9.4,2.9,349.4258,-0.3806,0000000000000100000000
254.46852,-37.9965,-37 59 47.4,16 57 52.445,152901.0,0.74,0.1,29.6,3.9,346.898,3.025,0000000000000100000000
116.11714,-37.9877,-37 59 15.7,07 44 28.115,62876.0,0.05,0.05,161.9,26.6,252.3349,-6.8801,0000000001000000000000
260.3158,-37.9859,-37 59 09.2,17 21 15.793,323110.0,0.85,0.1,150.4,3.4,349.6498,-0.6713,0000000000000100000000
247.59714,-37.9725,-37 58 21.0,16 30 23.314,148546.0,1.927,0.14,5.8,2.1,343.3765,7.1506,0000000000000100010000
116.31376,-37.9685,-37 58 06.6,07 45 15.304,63032.0,1.24,0.035,157.6,0.8,252.3944,-6.7356,0000000000001000000000
258.28928,-37.9523,-37 57 08.3,17 13 09.426,155416.0,0.89,0.1,8.7,3.2,348.7533,0.6514,0000000000000100000000
260.51178,-37.9053,-37 54 19.1,17 22 02.831,323099.0,1.42,0.1,1.2,2.0,349.8041,-0.7526,0000000000000100000000
123.909,-37.9034,-37 54 12.2,08 15 38.160,0.0,2.44,0.1,125.8,1.2,255.4825,-1.5985,0000000000000100000000
116.26992,-37.8878,-37 53 16.1,07 45 04.781,62991.0,0.23,0.1,121.3,12.3,252.3065,-6.7262,0000000000000100000000
182.64076,-37.8702,-37 52 12.7,12 10 33.784,105776.0,0.06,0.035,106.7,16.3,294.0931,24.299,0000000000001000000000
250.69852,-37.8662,-37 51 58.3,16 42 47.646,150475.0,0.288,0.318,73.2,28.9,345.0986,5.3995,0000000000000100010000
18.18903,-37.8564,-37 51 23.0,01 12 45.367,7312.0,0.032,0.016,93.8,14.0,281.5908,-78.3739,0000000000101000000000
260.877,-37.8482,-37 50 53.5,17 23 30.480,0.0,2.18,0.1,14.9,1.3,350.0144,-0.9579,0000000000000100000000
260.66342,-37.8046,-37 48 16.6,17 22 39.220,157038.0,2.597,0.087,170.1,1.0,349.9549,-0.7941,0000000000001100000000
223.21288,-37.8031,-37 48 11.2,14 52 51.089,131120.0,0.11,0.035,45.0,9.0,327.9277,19.1057,0000000000001000000000
198.01443,-37.8031,-37 48 11.2,13 12 03.467,114613.0,0.04,0.035,44.5,23.6,307.4206,24.8888,0000000000001000000000
259.35733,-37.796,-37 47 45.6,17 17 25.760,322998.0,1.37,0.1,174.0,2.1,349.3714,0.0572,0000000000000100000000
220.49005,-37.7934,-37 47 36.2,14 41 57.613,129116.0,0.08,0.035,76.5,12.3,325.902,20.0994,0000000000001000000000
101.55065,-37.7753,-37 46 31.1,06 46 12.155,49336.0,1.3,0.035,2.0,0.8,247.1279,-17.1807,0000000000001000000000
351.40396,-37.7613,-37 45 40.7,23 25 36.948,220647.0,0.172,0.07,145.8,11.5,357.0091,-69.0787,0000000100000000000000
261.24744,-37.7596,-37 45 34.6,17 24 59.386,323285.0,2.7,0.1,3.8,1.1,350.2524,-1.1499,0000000000000100000000
268.07745,-37.7505,-37 45 01.8,17 52 18.592,162352.0,2.01,0.1,172.7,1.4,353.1368,-5.7175,0000000000000100000000
178.60857,-37.749,-37 44 56.4,11 54 26.057,103437.0,0.07,0.035,62.1,14.0,290.6531,23.7598,0000000000001000000000
286.212,-37.6569,-37 39 24.8,19 04 50.880,0.0,1.22,0.0,171.0,0.0,359.457,-18.6497,0000010000000000000000
265.2673,-37.6535,-37 39 12.6,17 41 04.150,160337.0,4.25,0.1,8.0,0.7,352.0728,-3.7608,0000000000000100000000
286.0545,-37.5736,-37 34 25.0,19 04 13.080,0.0,0.77,0.0,112.0,0.0,359.4935,-18.5037,0000010000000000000000
252.57745,-37.5544,-37 33 15.8,16 50 18.589,322040.0,1.1,0.1,115.4,2.6,346.3005,4.4652,0000000000000100000000
161.85995,-37.5237,-37 31 25.3,10 47 26.390,93545.0,0.07,0.044,75.7,17.4,277.3196,19.105,0000000000001000000000
285.33,-37.5126,-37 30 45.4,19 01 19.200,0.0,1.46,0.0,167.0,0.0,359.3405,-17.9446,0000010000000000000000
286.3425,-37.4911,-37 29 28.0,19 05 22.200,0.0,2.66,0.0,102.0,0.0,359.659,-18.6891,0000010000000000000000
286.302,-37.4897,-37 29 22.9,19 05 12.480,0.0,2.04,0.0,105.0,0.0,359.6486,-18.6584,0000010000000000000000
285.7995,-37.4881,-37 29 17.2,19 03 11.880,0.0,1.45,0.0,157.0,0.0,359.5032,-18.2843,0000010000000000000000
285.3105,-37.436,-37 26 09.6,19 01 14.520,0.0,1.32,0.0,162.0,0.0,359.4099,-17.9029,0000010000000000000000
286.341,-37.4264,-37 25 35.0,19 05 21.840,0.0,1.81,0.0,95.0,0.0,359.7226,-18.6655,0000010000000000000000
285.999,-37.4191,-37 25 08.8,19 03 59.760,0.0,0.17,0.0,76.0,0.0,359.6298,-18.4084,0000010000000000000000
285.819,-37.4147,-37 24 52.9,19 03 16.560,0.0,0.38,0.0,33.0,0.0,359.5813,-18.273,0000010000000000000000
138.93777,-37.4131,-37 24 47.2,09 15 45.068,79940.0,0.05,0.035,27.3,19.3,262.5215,8.0044,0000000000001000000000
285.48,-37.3968,-37 23 48.5,19 01 55.200,0.0,1.65,0.0,156.0,0.0,359.4987,-18.0148,0000010000000000000000
285.519,-37.388,-37 23 16.8,19 02 04.560,0.0,1.32,0.0,126.0,0.0,359.5189,-18.0406,0000010000000000000000
286.566,-37.3853,-37 23 07.1,19 06 15.840,0.0,1.97,0.0,80.0,0.0,359.8287,-18.8189,0000010000000000000000
122.90563,-37.3801,-37 22 48.4,08 11 37.352,68572.0,0.17,0.1,93.3,16.4,254.6072,-1.9721,0000000000000100000000
285.7125,-37.3705,-37 22 13.8,19 02 51.000,0.0,0.45,0.0,10.0,0.0,359.5934,-18.1782,0000010000000000000000
286.9275,-37.3537,-37 21 13.3,19 07 42.600,0.0,0.68,0.0,71.0,0.0,359.9647,-19.0777,0000010000000000000000
1.33455,-37.3516,-37 21 05.8,00 05 20.292,225213.0,0.14,0.242,151.3,40.8,343.6089,-75.897,0000000100000000000000
150.85458,-37.3463,-37 20 46.7,10 03 25.099,87332.0,0.36,0.06,47.7,4.8,269.6117,14.4266,0000000000001000000000
287.2515,-37.3358,-37 20 08.9,19 09 00.360,0.0,1.67,0.0,103.0,0.0,0.0757,-19.3137,0000010000000000000000
286.2,-37.3326,-37 19 57.4,19 04 48.000,0.0,3.27,0.0,94.0,0.0,359.7742,-18.5278,0000010000000000000000
153.06253,-37.3224,-37 19 20.6,10 12 15.008,88597.0,0.38,0.058,44.0,4.4,271.0462,15.5046,0000000000001000000000
285.6825,-37.3203,-37 19 13.1,19 02 43.800,0.0,2.83,0.0,116.0,0.0,359.634,-18.1382,0000010000000000000000
262.69098,-37.2957,-37 17 44.5,17 30 45.839,158408.0,0.08,0.035,16.6,12.3,351.2741,-1.8446,0000000000001000000000
122.75703,-37.2923,-37 17 32.3,08 11 01.687,68450.0,0.234,0.024,20.9,2.9,254.4689,-2.0229,0000000000001100010000
263.8773,-37.2839,-37 17 02.0,17 35 30.552,159278.0,2.53,0.1,178.4,1.1,351.7976,-2.6302,0000000000000100000000
285.648,-37.273,-37 16 22.8,19 02 35.520,0.0,1.97,0.0,154.0,0.0,359.6703,-18.0958,0000010000000000000000
257.35254,-37.2632,-37 15 47.5,17 09 24.613,154834.0,1.09,0.1,17.2,2.6,348.8704,1.6573,0000000000000100000000
263.64978,-37.2624,-37 15 44.6,17 34 35.947,320074.0,2.24,0.1,22.5,1.3,351.718,-2.4662,0000000000000100000000
287.64,-37.2567,-37 15 24.1,19 10 33.600,0.0,1.73,0.0,98.0,0.0,0.2658,-19.5776,0000010000000000000000
263.2485,-37.2534,-37 15 12.2,17 32 59.640,0.0,3.16,0.1,25.0,0.9,351.5522,-2.193,0000000000000100000000
